title,Courage Under Fire (1996),M*A*S*H (a.k.a. MASH) (1970),True Grit (2010),Forrest Gump (1994),Rob Roy (1995),Roger & Me (1989),"Dirty Dozen, The (1967)",Saving Private Ryan (1998),Behind Enemy Lines (2001),Unforgiven (1992),"Manchurian Candidate, The (1962)",Braveheart (1995),Legends of the Fall (1994),"Treasure of the Sierra Madre, The (1948)",Shanghai Noon (2000),King Arthur (2004),Crimson Tide (1995),Dances with Wolves (1990),Tropic Thunder (2008),Jarhead (2005),U-571 (2000),Heartbreak Ridge (1986),There Will Be Blood (2007),Three Kings (1999),Schindler's List (1993),Letters from Iwo Jima (2006),Platoon (1986),Battlestar Galactica (2003),Thirteen Days (2000),A Million Ways to Die in the West (2014),Glory (1989),Fahrenheit 9/11 (2004),Desperado (1995),Blazing Saddles (1974),No Man's Land (2001),"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Good Morning, Vietnam (1987)",Young Guns (1988),Master and Commander: The Far Side of the World (2003),"Patriot, The (2000)",Butch Cassidy and the Sundance Kid (1969),Back to the Future Part III (1990),"Hurt Locker, The (2008)",Jackass: The Movie (2002),Troy (2004),Gone with the Wind (1939),Bowling for Columbine (2002),"Quick and the Dead, The (1995)",Lawrence of Arabia (1962),"Boot, Das (Boat, The) (1981)",Black Hawk Down (2001),"Bridge on the River Kwai, The (1957)",The Imitation Game (2014),Rambo III (1988),Pearl Harbor (2001),Enemy at the Gates (2001),"Great Dictator, The (1940)",Hot Shots! Part Deux (1993),Doctor Zhivago (1965),Lone Star (1996),"Thin Red Line, The (1998)","Peacemaker, The (1997)","Killing Fields, The (1984)",Super Size Me (2004),"Pianist, The (2002)","Last of the Mohicans, The (1992)",Maverick (1994),"Great Escape, The (1963)",Blood Diamond (2006),Flags of Our Fathers (2006),Hotel Rwanda (2004),"Last Samurai, The (2003)",Crumb (1994),Tombstone (1993),Django Unchained (2012),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),For a Few Dollars More (Per qualche dollaro in più) (1965),Grave of the Fireflies (Hotaru no haka) (1988),Dead Man (1995),Kelly's Heroes (1970),Captain America: The First Avenger (2011),300 (2007),Inglourious Basterds (2009),Born on the Fourth of July (1989),Westworld (1973),"Magnificent Seven, The (1960)",City Slickers II: The Legend of Curly's Gold (1994),Kingdom of Heaven (2005),Sicko (2007),Spellbound (2002),Life Is Beautiful (La Vita è bella) (1997),Duck Soup (1933),Cold Mountain (2003),Red Dawn (1984),3:10 to Yuma (2007),"March of the Penguins (Marche de l'empereur, La) (2005)",Stripes (1981),"Outlaw Josey Wales, The (1976)",Ran (1985),Paths of Glory (1957),Little Big Man (1970),¡Three Amigos! (1986),Hot Shots! (1991),High Noon (1952),We Were Soldiers (2002),Wild Wild West (1999),"Mariachi, El (1992)",Patton (1970),Full Metal Jacket (1987),"Downfall (Untergang, Der) (2004)",Hoop Dreams (1994),The Hateful Eight (2015),American Sniper (2014),"Deer Hunter, The (1978)",Seven Years in Tibet (1997),Small Soldiers (1998),"Fistful of Dollars, A (Per un pugno di dollari) (1964)","African Queen, The (1951)",City Slickers (1991),"English Patient, The (1996)",Once Upon a Time in the West (C'era una volta il West) (1968),X-Men: First Class (2011),Henry V (1989),Rango (2011),Lord of War (2005),Apocalypse Now (1979)
Dances with Wolves (1990),0.5243889718267184,0.5450641245414827,0.8460254788611034,0.3707562791489626,0.6249942111248403,0.748477361167522,0.5004931995861239,0.4459464969114858,0.7494607085536263,0.5314330549291562,0.6399302164010057,0.3982013094624961,0.561151668033639,0.6794496816790153,0.7701226652135478,0.7335476832966257,0.5640413544525397,0.0,0.7823015599129491,0.7165263112414586,0.6156714766798513,0.7157612158919908,0.7994027144612477,0.6034770804951971,0.4632470561172088,0.7723435671660653,0.5163847172503695,0.8593581262882705,0.7287593397962991,0.9679261635153052,0.5604764100531732,0.7264126327004479,0.5561325038470287,0.623048328351359,0.8133883637482994,0.5240618776022228,0.5125744188171957,0.6461659303044138,0.6007253511002422,0.701698568994235,0.5387622746959825,0.5843654598227495,0.8146880924444686,0.8821227128770558,0.7187707957327285,0.5921107182733868,0.6106227338053719,0.5530397166824808,0.5492238773975675,0.6921960343512183,0.6617481245016475,0.5537666641598284,0.8612502854200086,0.7897075562484125,0.7032347115029569,0.6585043462496085,0.8074120595473068,0.6760395629083142,0.6841285523548195,0.7957612574484318,0.6537477800393805,0.7199141011128475,0.6258946801839163,0.6704357939148219,0.7018823775866692,0.4949003134886806,0.58072232043177,0.5869767945564033,0.6512678230047002,0.7780579440381143,0.724184695628058,0.5990723936769142,0.7785329283350992,0.4632320804767631,0.8441593864296996,0.6205137287196498,0.5573451884887104,0.811620162757105,0.7723968778552257,0.6207696500694968,0.8466769804865343,0.6345590103825396,0.769120683350489,0.7282245837815386,0.7730589198662003,0.7029601760364524,0.5748098151744828,0.8686157352320967,0.8243160249996864,0.8040166423308925,0.640872145586996,0.7038624126410506,0.6061847494779014,0.7633275921358578,0.7378395912369677,0.6975659071669251,0.6626376347848941,0.6460625226916035,0.7172847288392854,0.8508734895483696,0.5913558323129733,0.6988242969202427,0.8249039636496047,0.7610071500362825,0.7616269091992403,0.6435953137230582,0.7052188274015445,0.6183875946905129,0.4825436632363303,0.7881421593621186,0.7318962756576146,0.8749452459254301,0.879264528989208,0.594095552096811,0.7675958279785204,0.713348485732811,0.5428552605700088,0.5863072011624808,0.6092015241594171,0.562253370759011,0.7301686076424153,0.8280406140596539,0.660152221723664,0.871088861074578,0.6929466853125668,0.5352541987088132
Dead Man (1995),0.8735566185434628,0.9417697175103876,0.8590276435057442,0.7398423688672844,1.0,0.8956984663197807,0.8246347021505698,0.7787446373519156,0.8444556957956258,0.8106381669685843,0.8514561950795829,0.8077093936372219,0.9414080932418484,0.9687115791379536,0.8963829363054615,1.0,0.8552717586891874,0.7723968778552257,0.8491225736819736,0.7899272524408849,0.8911347018468432,0.9088407874715392,0.7256765941524631,0.8911726888655125,0.7908272818005203,0.867280258880448,0.6778925236977711,0.9178031649831828,1.0,0.9279944156769172,0.8699973731891635,0.8251675049065681,0.8639376085740059,0.8585168418298199,0.8015537495215055,0.7462363717373328,0.8024020167869896,0.93907597809772,0.7395973948377217,0.8962163480111554,0.8112678983688402,0.846731729883121,0.7452254895198904,0.9166403362237734,0.8453470315155682,0.8819441956836328,0.7191233432481305,0.8298214172120161,0.8436650108148928,0.8063055076150963,0.8283155390838488,0.946207312489474,0.8729562977276402,0.9076315589576588,0.7162685012360317,0.8553789624234616,0.6042817268483364,1.0,0.9153278040344428,0.981659406406396,0.7592422913666136,0.9494721290043516,0.8592021061207906,0.7739286698789356,0.7367317090013736,0.9270855132332468,1.0,0.8694365842991401,0.7870738872182951,0.8520322708248957,0.7484484470715336,0.7767645249556308,0.8365088242231934,0.9664155795574662,0.7870694275836778,0.734512709782436,0.691952551788136,0.8034839721230519,0.0,0.8102518421441383,0.9392571779208776,0.8038538898731379,0.8144203500204208,0.812373280217251,0.8965115781720049,0.9330414246023,1.0,0.8730718073737485,0.9013976135803402,1.0,0.8672005801243092,0.9408102938859052,1.0,0.9779760315905384,0.85399640379831,0.9146852957725624,0.8525685088856552,0.8168993639548624,0.9023547369822504,0.9148242071877346,0.9190525987217985,1.0,1.0,0.867961445700314,0.8182522130409393,0.9277587532247288,0.7902548563533642,0.8699462476718812,0.6978096308767301,0.7520068709506469,0.8846675222295809,0.7553327382637447,0.9021982875668416,0.7699532298388225,0.827558501568701,0.9032399609337054,0.7493581632436772,0.9178424050406416,0.9477081879411116,0.7712740796334925,0.6750978334993436,0.824902696684169,0.8902059849368249,0.7214932991745224,0.8347156461079928,0.6495102176712034
"Deer Hunter, The (1978)",0.688282892516396,0.5499689842918325,0.9075198437179028,0.573019890410896,0.751742846233881,0.6633049238349462,0.6434020125555704,0.6163148712668156,0.8798049140977482,0.6049277000823061,0.581931524005048,0.6236178958056612,0.597455212065259,0.6431113150567072,0.9111934803173533,0.8391221651071407,0.747919183945513,0.594095552096811,0.801326946841861,0.7996513236821363,0.826262197552585,0.6877060643955664,0.6969477810484228,0.6878520340382667,0.6021025750950662,0.839458269949209,0.4819190756697032,0.9096651858829112,0.863894742648135,0.9881298147175244,0.6799319293421985,0.7966665258295795,0.715929789443632,0.6475298797758516,0.8398508627514255,0.605587339536964,0.6938543831312276,0.82491685093005,0.7490931163625753,0.8207619035811251,0.5518095690807325,0.661480611204527,0.8092730283285645,0.8717421221538896,0.8431096564221859,0.6863096493068697,0.6007107826916601,0.922903198194446,0.5663061774766658,0.5484393351611083,0.7718275213551096,0.5636798708034495,0.8305922282493914,0.715762283786396,0.7938299096629087,0.7430329404107312,0.7843636933512159,0.7769334858832826,0.672949567058714,0.7261876016856096,0.6387043812457207,0.7845881955846125,0.4580392202116887,0.6635835891433122,0.7190764131154045,0.6078296208445142,0.7922229893880697,0.6359693676504931,0.7810362383045417,0.8327363671520803,0.7165163441890601,0.7689801510475064,0.6698420762380353,0.7794658613767516,0.8041859799120237,0.5826433433871685,0.6877056684084228,0.6850404075786878,0.7699532298388225,0.7767173193701986,0.8943018514981925,0.7487791408981954,0.8294977671386066,0.7530147617278363,0.6922609719635775,0.8848875376033927,0.8386594126503633,0.8005223729208877,0.870413983150933,0.8554721852582455,0.6975970741569122,0.7682599392308023,0.6567212935889858,0.7998592620162471,0.8037867605602157,0.6424371047449005,0.7054329287748342,0.7953542129841393,0.563371333717641,0.7406258755152958,0.6050266198331885,0.7431443895353633,0.7723367697594501,0.6849878520443142,0.7764347096339244,0.872428979457696,0.7447486231598723,0.6631153361097115,0.4950357358774776,0.7463150341285769,0.6846076542261699,0.8152460080356472,0.8419975382090212,0.0,0.8367261933539661,0.8378317095132416,0.6313917710822906,0.6532357496008594,0.7033162114661369,0.6868852054977228,0.8475588213609012,0.8229616534910781,0.6586924642372067,0.9552856265251152,0.8014154539999432,0.4765294351433746
Desperado (1995),0.7026157463485212,0.7422088038506327,0.7687044095201867,0.5342739962794871,0.660267074944868,0.8531204955964342,0.6325292771600352,0.5347034580937504,0.8146152934189228,0.605899726447519,0.8357617191642234,0.5054051143796441,0.7341334965522064,0.8136893364645756,0.7626994632283166,0.8063318637170684,0.6851794237373314,0.5561325038470287,0.7698078415976153,0.7130280365529809,0.711984755717066,0.899290073419776,0.8168132847339509,0.5647772024622528,0.645112445667252,0.7700839000383304,0.553132726886721,0.858444011301223,0.8261222046245302,0.9289409330651526,0.7288113246722274,0.7160118164581869,0.0,0.6207947906867337,0.949402956593848,0.5633546898908084,0.6641073309242402,0.7257730423391062,0.652695889134707,0.5648803358404757,0.6744305200553962,0.6382726859920647,0.6009579879110902,0.7749840481216421,0.7767672846922241,0.7339435627061857,0.6080707694282849,0.6542379319594376,0.7872978532544899,0.7521756856066197,0.5577120344950609,0.7262902082075124,0.7676898981139593,0.6653209052476077,0.6547056301427523,0.5892984358964122,0.8935438313997183,0.6167759811755067,0.7949932979362393,0.8937984899247753,0.6018704507780445,0.7869794287149893,0.8403623018955598,0.7805458084801606,0.7916797731102334,0.6194212436953825,0.6785912802564731,0.7135998749215504,0.7152688323985082,0.8453877450911824,0.7553935567847971,0.6190879122951887,0.8109333497968262,0.5881500894888516,0.7160656339914314,0.7231327550467207,0.6955472192103752,0.7226100310037138,0.8639376085740059,0.7230323391200753,0.6844106051793406,0.6442914826494974,0.6329133535548082,0.7348455291646249,0.8770766327027653,0.6418439597689816,0.6957020817311015,0.7583224331723203,0.7395626768729646,0.7974797623002456,0.759323616648365,0.7667828808421886,0.7333224274451173,0.7248033545431707,0.6871416090646201,0.7486584226828787,0.7663545622900365,0.644829452574428,0.8444428267488897,0.831269635446472,0.8002046230787145,0.7060418546807916,0.71683736200132,0.8173204438359203,0.7084322076816949,0.6610788209387177,0.5297634969790462,0.7987725731384104,0.5384363694343275,0.8911948954749934,0.884300581686957,0.845370502364079,0.7981677952981475,0.715929789443632,0.8005644386518598,0.6011966627588539,0.6452962207044464,0.8290837965140638,0.690710684093679,0.6405958989469771,0.8157458085373515,0.7321667586511675,0.7466504132439811,0.7291258408857902,0.5786469683854816,0.5698227538356133
"Dirty Dozen, The (1967)",0.62750105672073,0.4613323757251993,0.8453637787402333,0.6236453297248006,0.6504978618910768,0.689541042746776,0.0,0.5990413771432991,0.7837054472680407,0.6054071975924467,0.6827733004398746,0.6273033170836535,0.7417368087136584,0.6622873793553687,0.8869269469752662,0.8332714129777878,0.641824646185214,0.5004931995861239,0.7905593338100695,0.7866649137084212,0.7711307091121344,0.6149279110919195,0.7799006026780959,0.5438896605350296,0.6723897572375532,0.7511158184412803,0.5477486506397434,0.8629357434726824,0.764236494872647,0.9395450651751616,0.6233190923403826,0.8655092500565471,0.6325292771600352,0.6964399464160211,0.8770821915710713,0.5268028627517456,0.5922710634532511,0.7744929391767883,0.6205532830644873,0.7898153345590577,0.5342649791278631,0.7608444854806405,0.8187558695348651,0.9222359227337388,0.8589188656413084,0.6462397132537547,0.7993174952772639,0.7221783923109699,0.6369929508451248,0.5859331649753302,0.7084010014480806,0.6202818892926578,0.8893852640872091,0.781348362784164,0.8349553131548098,0.7271456566687613,0.9174527606408795,0.8340874315939301,0.7917912385380959,0.7987365388160516,0.5962925611472127,0.731913170857333,0.5985543693193875,0.8685893589754654,0.8584400581958691,0.7069274422295138,0.6693094574840894,0.5680867731894772,0.7664285554256629,0.8258537139507354,0.7521586201527257,0.6920282239632456,0.7762392048308826,0.7015813843410628,0.8835220662518539,0.6864930013939594,0.6132383899538638,0.9468117075953082,0.8246347021505698,0.5240350532913822,0.9164185205297558,0.8327053408046605,0.8432593886333997,0.7273874719572682,0.7777684886984587,0.6526559569274163,0.845122964750969,0.8952088912263505,0.8651865076397938,0.8703276732476823,0.8629830254631283,0.7429842240380549,0.6741361359779379,0.6541599142985808,0.762162941848233,0.7397227480831294,0.5797617155328663,0.5118624994472034,0.706542887805804,0.8183632988912349,0.7100062627934334,0.6738372995567812,0.903740420567148,0.6766646880749771,0.8414463000557328,0.893053501668217,0.7591286197836641,0.5002393259005564,0.5965314778809008,0.837177408556653,0.69286220320922,0.82771276788603,0.8460380831963956,0.6434020125555704,1.0,0.7472581644712162,0.5417051924142033,0.5788192152115581,0.7581241658303246,0.7469953794999711,0.7805491269064282,0.8879053503752381,0.6419732471431112,0.8790181134837569,0.742866326038659,0.5934290270517509
Django Unchained (2012),0.9150450740293062,0.9346416695871036,0.5464980074553467,0.5176794656729262,0.9040848036459876,0.949779416596708,0.8835220662518539,0.5595366103653243,0.7792824887380154,0.8040443214695341,0.9596568051632204,0.6579242653595656,0.8942205112904515,0.9743364961652836,0.8390981737976919,0.7752874061283914,0.9081414341076262,0.8441593864296996,0.4439961861752193,0.6900411033194822,0.8459295797488141,0.9001941401712336,0.5911631268094686,0.896242387689145,0.6835628155040321,0.7534964985052295,0.7998218522376846,0.8078816239473036,0.9498609673793608,0.5595224599940894,0.8852003282921518,0.8377926316311539,0.7160656339914314,0.7408419904944451,0.8524783204473865,0.6156066108803984,0.8764838834251066,0.8798308596123934,0.6731557289056235,0.704469921670167,0.948939923460888,0.7101867139630323,0.4841828216328334,0.6560132384486514,0.5819126641516017,0.8816900218074765,0.7503309264310853,0.8540640316299497,0.8972309053449172,0.8861445605378664,0.6159125117486313,0.8772865379996108,0.4280344305573395,0.7915521313658732,0.7826705583332838,0.6737264100931418,0.7841874471293839,0.7871742728858353,0.9390933291376714,1.0,0.8437656368544653,0.9850340545947712,0.893513123698806,0.7016248133476486,0.6561455062970853,0.8140345048954056,0.881637405216613,0.8420045910721763,0.5373861834001865,0.8597029995178058,0.6838858784029211,0.5825180087138739,0.9192604789413872,0.927322837685657,0.0,0.706171220264103,0.7388691409001922,0.8126890086355067,0.7870694275836778,0.9429529944385304,0.4242710069781739,0.4909263550920174,0.2596685213850757,0.884971651363865,0.9568844928853836,0.7904568679000944,0.91228188840818,0.5918246203287763,0.8219871890487356,0.9248730118285424,0.703008734205,0.8567067340943122,0.8946894498389613,0.911935170007721,0.6514300697022359,0.8646275545656245,0.8785138098968478,0.8655140460949386,0.9492930626947276,0.7405081046590363,0.9056184295915684,0.828039162374495,0.6960724475854576,0.8786830661215761,0.7507055535739562,0.7032170705800609,0.8127074703430006,0.8697756132266821,0.6769290350450364,0.7049691675885406,0.9743795919200142,0.4057491053124143,0.5871162725889094,0.8041859799120237,0.764265664723694,0.809716261656978,0.6896654282779693,0.9156608543251884,0.8972356259992225,0.9531918083009074,0.8120654136427308,0.4530104371674001,0.9311673761500738,0.5960482021565603,0.546314710665548,0.7022621611341976
Doctor Zhivago (1965),0.6787227169479382,0.6466575216010836,0.889117839817066,0.7383175455780746,0.783201516828907,0.7836551001685077,0.7917912385380959,0.7276573684666359,0.8329216989524042,0.7322639246591552,0.5781083633449886,0.7406405574020278,0.7033289588316406,0.6632879168850974,0.8377153840423917,0.9527209860442308,0.7815313095652978,0.6841285523548195,0.9206997519485975,0.8457051641279909,0.744561116021111,0.8182565968447453,0.8429915247268165,0.6596298178397013,0.7059813164408862,0.7230628546111056,0.7512027389263644,0.8097412855457957,0.7875063083128344,1.0,0.5297409748972259,0.8231379402094064,0.7949932979362393,0.7119758536283292,0.8664204612122473,0.7792320532917777,0.6613424094491713,0.7266398421075009,0.7611019719281051,0.8466130172883786,0.5530374814247034,0.747442243376433,0.8589152245505438,0.9228198873391916,0.8203261446535735,0.5950981000594057,0.823806295832858,0.726562471125773,0.547104304897194,0.6747647311166187,0.8074171325269509,0.4955216537102502,0.8679160272033262,0.8503381475493369,0.8323113910308592,0.7768252285582418,0.804086757656648,0.8587076344940051,0.0,0.6886709128115793,0.7697491590272783,0.8209119680859367,0.6832294083340107,0.8237890931562178,0.7231979680451881,0.7219608298493579,0.809522582760339,0.5582192878214556,0.7966976769925873,0.7550536542190538,0.7247291066022652,0.8675161879197555,0.6805551960888765,0.7492984380562071,0.9390933291376714,0.6583180000540141,0.7961749740714039,0.7915677231382654,0.9153278040344428,0.6097542969659282,0.9138826770675296,0.8627416140227363,0.9332067742959612,0.7757955577186417,0.9419571901861596,0.7446863611100001,0.9065973985198522,0.938302601335607,0.8776818131797659,0.7515928523495415,0.7719187703483036,0.7312351996751028,0.6605779221194322,0.7666549640481659,0.8363511730489301,0.6662971606944502,0.8356854536851432,0.8047838685521044,0.7006562135223077,0.791910087967872,0.7668325696111443,0.7709574989424011,0.8045839736782358,0.7621848094507216,0.8343546835955481,0.8563472915785533,0.8242186976130818,0.72812409330138,0.7868632726830337,0.8853514328665374,0.6780875679801279,0.9342332878346398,0.9286906503921858,0.672949567058714,0.801194831447159,0.8544209589616016,0.779491285155516,0.5393337975501591,0.784652523218577,0.7368473496321258,0.8947864379907993,0.9164083539322928,0.5772701048365615,0.9293685997632384,0.8723986278569646,0.6870908797603317
"Downfall (Untergang, Der) (2004)",0.9501940529215904,0.9189018100070964,0.7812530857285176,0.7219126839043422,1.0,0.8630860945975046,0.837177408556653,0.7661428306836665,0.756292497309335,0.8609499847623614,0.8588731102433341,0.847209174444398,0.9294799003895808,0.8491605047008666,0.9150024409119412,0.8795881039346996,0.9235731958133656,0.7881421593621186,0.7825656325164876,0.7051338475223092,0.9623642424217892,1.0,0.8348343046491398,0.8851446602030637,0.6640332735889938,0.7016604969319908,0.7165192696913334,1.0,0.9465180311546224,1.0,0.8125707938700049,0.6914920082157415,0.8911948954749934,0.8637253886818996,0.5833239188552318,0.792006163862162,0.8355392336441283,0.954311645412452,0.727900288922806,0.929031645320552,0.8958071930243504,0.8867244110603609,0.7028125911969743,0.8353767358727197,0.7254400912523373,0.9394249128115624,0.6930382384106626,0.959035261783492,0.8548466065718289,0.7845150519172315,0.728875222141695,0.8110766384807382,0.6470024075659578,0.933296265403493,0.7617368873237019,0.812317008234327,0.7096966378044952,0.975121586096683,0.8853514328665374,0.9233703385810268,0.8576574675891468,0.9635113718648204,0.7632277013183301,0.6021050378498586,0.6679465340051768,0.9291879824533096,1.0,0.7887634691333067,0.6953853385470261,0.8724285972821435,0.6656736639577585,0.7945386427654895,0.7577474329542042,0.9643630267911052,0.7049691675885406,0.7096899361366038,0.7034817535198765,0.8655553832753969,0.7520068709506469,0.8945257664776962,0.8898890441904153,0.8573510090125914,0.7135543630600851,0.8012749368188625,1.0,0.9378305234883524,1.0,0.8989858271974267,0.8283437172694087,0.9325170908789876,0.6810609841596438,0.9656523359579464,0.842571274556773,0.9463220540639312,0.8568611236274672,0.9460913472363564,0.9014415738384688,0.9550931053366328,0.8846128263979299,0.7374859244073239,0.8227761101550832,0.8911110438956853,0.9612905774147148,0.8822701498744525,0.957812854047133,0.9054861942594908,0.7783953538698173,0.7922729937810461,0.7194232860590314,0.0,0.9375346149014054,0.7759727198037102,0.6627183045151259,0.7463150341285769,0.7523116919478919,0.9301248793138432,0.7357178638864069,0.8955276315296902,0.8813179967046364,0.8522315457183681,0.7657407078983005,0.9086490274174162,0.7857154708195733,0.908932411401232,0.7544597280691856,0.7920671290858172
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.8070147005098542,0.6246689561851438,0.6810457469863184,0.4471009807205534,0.7610199239936383,0.6552878777310482,0.6864930013939594,0.513106595036154,0.8710790354732311,0.5917377821719075,0.6269130677323096,0.5959098163615569,0.76759441687453,0.633431638211071,0.75137508456005,0.8058666526023289,0.6906583921903833,0.6205137287196498,0.6864262398843209,0.7541889117583188,0.9208800488600688,0.7595939694905274,0.6256362398051512,0.6007359598817315,0.4772787989786177,0.7015120319434163,0.6186699281013495,0.8353659468450896,0.896385528431985,0.90630179452455,0.6453320947660852,0.6630544397482572,0.7231327550467207,0.4965276058708868,0.6872637721939117,0.4540050173333018,0.7042015640450073,0.8069612241008715,0.6359854162478557,0.7494788073020753,0.5856399010619442,0.6122137094598946,0.6581805042927664,0.7814591122205363,0.7073536103030791,0.6061067054459616,0.5710252618711337,0.7760923768711582,0.3967128759509137,0.5266596339929406,0.6314464311299486,0.5798751157705555,0.706913002626488,0.7669736522347711,0.7229262378141073,0.7110635486846039,0.5857533376500221,0.7415726932436345,0.6583180000540141,0.8060673298855003,0.7674503960091992,0.884937410816597,0.5746523266601237,0.6310973080867306,0.6622138705803937,0.6564656104725812,0.708631814000978,0.5805677945073782,0.7514493277116809,0.7415205573586469,0.6615727163149292,0.6463774642267374,0.6786967271078672,0.7368229916218227,0.706171220264103,0.0,0.5432979019136421,0.6836499447333481,0.734512709782436,0.6819475725781785,0.7810835787894493,0.6698202378152833,0.5886380981638739,0.7062200598961152,0.705685461766155,0.8149387453443433,0.847032303301059,0.7231024399205387,0.8029785855766183,0.833620075351518,0.5585967676205579,0.6967283286499883,0.8193130126080292,0.855071979512172,0.7955552255937356,0.6919145771683439,0.6739726959929206,0.7093784272952509,0.7734794038109438,0.5526486132725754,0.5988019103323154,0.7859958277311759,0.7750163399477783,0.5809857696802141,0.8620406880810781,0.6850585695571594,0.5930908758216773,0.5990696312529211,0.4454922558338832,0.7096899361366038,0.7682620808306333,0.7005025952726853,0.7911344397910558,0.5826433433871685,0.7820387844716756,0.7481794750371908,0.5764546403657472,0.622111446031317,0.6622190652003441,0.6491117508513227,0.7077822134556377,0.7393154839160176,0.6780902657787908,0.7055994184142838,0.7350963189489631,0.3615783901998831
Duck Soup (1933),0.8514375302917108,0.6221741612747808,0.8513041622362763,0.6881006230078976,0.7860442709431876,0.8011359277140102,0.7429842240380549,0.7879962045139037,0.9453943996312004,0.5918661142435758,0.7608872927461561,0.7371050391021956,0.8968992748091992,0.7900336206686489,0.6720278343394147,0.8300276685671707,0.7317734696846668,0.7038624126410506,0.8680693293132591,0.723660288116897,0.8216474507902065,0.9019924041169672,0.9141039633204212,0.8672442614134926,0.7396301766150004,0.8045010655069941,0.7376759349906702,0.9230503052281742,0.8943973531409409,0.9016951855547878,0.7321194795709106,0.838042002409144,0.7667828808421886,0.6750608188612368,0.8480686616997407,0.6643267562669395,0.7111005870847857,0.8022974361138561,0.695879075376161,0.8466307287803374,0.6711048494977893,0.6585076188023282,0.8454586827269817,0.9132907857022544,0.8078874159107658,0.71815694230826,0.8680349369300661,0.8802187109574284,0.7347312998523656,0.8291865526985545,0.8317197989500547,0.7701013020732222,0.912121206998494,0.7225690535842216,0.9682707517770794,0.868072681355159,0.7358778152277772,0.7303428414673285,0.7312351996751028,0.8309847978855986,0.7665256772398554,0.848238262847034,0.7878828767062279,0.7986037305351699,0.8876258466227728,0.6752751158958864,0.8577757256523234,0.7438319970678193,0.8362616022191989,0.7353239981516155,0.8311575062493476,0.8139487159222321,0.7917777295521689,0.7314455929524506,0.8567067340943122,0.6967283286499883,0.7269935003917976,0.7844255889072717,0.9408102938859052,0.8067339174709476,0.7946533497273506,0.7930667077676143,0.8813885413693575,0.793937316363253,0.8000253968629992,0.7145630680675669,0.7361643711617876,0.8574093173509962,0.946153680207092,0.8830534785796887,0.7558454078886784,0.0,0.801584866697498,0.7090923393821991,0.8038892218356937,0.8204344663260603,0.8578393865670937,0.6887090265031923,0.872750406914008,0.8691790447971118,0.7249465932165735,0.7470898155256649,0.6194584265263701,0.6660821188810959,0.8056321871612083,0.6736357801372213,0.7294465428068361,0.8897424281206403,0.6840479929562409,0.9656523359579464,0.8523846544336732,1.0,0.8157386901127424,0.7682599392308023,0.9517079349763882,0.5168893971330831,0.6515532348272778,0.7527499150263,0.7826546496729945,0.8347248806837949,0.7748034155531167,0.8169562873344729,0.7981005520886968,0.7669036172479172,0.7666486581599261,0.6796512286356893
Enemy at the Gates (2001),0.7511126399269021,0.7872633570307672,0.7724885095901808,0.5834920279363823,0.8500011533662679,0.8167672113356641,0.7271456566687613,0.5609189678721695,0.7647453403302616,0.5689922674292396,0.7591089218380892,0.5958676394745972,0.7609215243190877,0.9034390900829464,0.8334334033913893,0.716102476405637,0.7643990063205419,0.6585043462496085,0.6976050489650942,0.7269320205585899,0.5899310256054973,0.876638396172278,0.6237772005012265,0.5821815390308936,0.5372102681980123,0.720493100647638,0.6792426830775453,0.8288400014922106,0.6323033319447054,0.9148407164490262,0.7639742181652595,0.6875546355194702,0.5892984358964122,0.7785390166114264,0.8579306408610038,0.6926446835102323,0.7327876644866149,0.8134712678334326,0.5517636162104653,0.5904970103142091,0.7392028535182273,0.6677520462838467,0.6703717468100452,0.7286737676445696,0.5730427589628546,0.8160044989317657,0.6569810430269418,0.8057294329469641,0.807106138671929,0.6577326145180318,0.4804343549934455,0.6916909595706007,0.7123389125020207,0.8268001601700078,0.609641042460347,0.0,0.8848872794312665,0.6532420503724499,0.7768252285582418,0.8306434891993129,0.6844206832423613,0.821236437004697,0.8332129737796349,0.6805558328841348,0.6429735496635914,0.6728284339292783,0.760945180045811,0.6992798852401942,0.5526228101790012,0.7269263590384605,0.5783510195824432,0.470611618330819,0.8145890764981641,0.7102514028757907,0.6737264100931418,0.7110635486846039,0.7705779255429628,0.7123827530130886,0.8553789624234616,0.8314649054543266,0.6782591458797081,0.5827281090744778,0.7060508255651083,0.7884664167305353,0.9594436458741592,0.7580779640706998,0.8526912657693322,0.632795762964171,0.7497020261159291,0.8388278931686335,0.6872786777183892,0.868072681355159,0.5873714934150798,0.8676350354077422,0.5761089523549442,0.7479664436763607,0.822417277097718,0.7770606041189299,0.780946241586542,0.6481795526317922,0.8020758499252433,0.8071907869072825,0.7695830425085154,0.9079063237862098,0.503275453287535,0.7581248344494174,0.7098283539013776,0.670451284132636,0.5996421101228521,0.812317008234327,0.7995517872146911,0.7379226433145833,0.7108306307363643,0.7430329404107312,0.876105974173716,0.8004709380819469,0.7361566837554592,0.8009562972273394,0.7631945660422959,0.6987139367442802,0.893894351592665,0.756809755964175,0.8608741885062055,0.927513659631736,0.5430594578830439,0.6083341804898361
